index,Sample,index_laser,index_sample,Spot Size (µm),Time (s),29Si,29Si 2sigma,31P,31P 2sigma,49Ti,49Ti 2sigma,89Y,89Y 2sigma,90Zr,90Zr 2sigma,91Zr,91Zr 2sigma,140Ce,140Ce 2sigma,146Nd,146Nd 2sigma,147Sm,147Sm 2sigma,151Eu,151Eu 2sigma,157Gd,157Gd 2sigma,159Tb,159Tb 2sigma,163Dy,163Dy 2sigma,165Ho,165Ho 2sigma,167Er,167Er 2sigma,169Tm,169Tm 2sigma,172Yb,172Yb 2sigma,175Lu,175Lu 2sigma,202Hg,202Hg 2sigma,204Pb,204Pb 2sigma,206Pb,206Pb 2sigma,207Pb,207Pb 2sigma,208Pb,208Pb 2sigma,232Th,232Th 2sigma,238U,238U 2sigma,206Pb/238U,206Pb/238U 2sigma,207Pb/206Pb,207Pb/206Pb 2sigma,207Pb/235U(calc),207Pb/235U(calc) 2sigma,208Pb/206Pb,208Pb/206Pb 2sigma,238U/206Pb,238U/206Pb 2sigma,Rho: 207/206 vs 238/206,206Pb/238U Age (Ma),206Pb/238U Age (Ma) 2sigma,207Pb/206Pb Age (Ma),207Pb/206Pb Age (Ma) 2sigma,207Pb/235U(calc) Age (Ma),207Pb/235U(calc) Age (Ma) 2sigma,238U/206Pb Age (Ma),238U/206Pb Age (Ma) 2sigma,Discordance (%),empty,238U/206Pb,238U/206Pb 2sigma,207Pb/206Pb,207Pb/206Pb 2sigma,Rho: 207/206 vs 238/206,C,O,207Pb/235U(calc) Age (Ma),206Pb/238U Age (Ma),Time (s)
21,91500_30 µm - 3,36,32,30,25,129437.1933,7783.795063,<14.584,10.4822901,4.240965341,0.51118087,129.9003215,12.98392247,439853.8786,43636.82613,431400,41183.65321,3.226766834,0.173680783,0.93753666,0.144119427,0.651876573,0.091715162,0.29585049,0.044896492,2.292244143,0.174975144,0.754561001,0.079490835,10.15133181,0.485961616,3.962295827,0.37856608,21.82631059,1.060724156,5.035000062,0.475747288,51.39006885,2.051407011,10.42896225,0.468802571,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.628,0.672307874,42.32179959,4.071053544,5.326393279,0.549593264,3.731342294,0.392851651,20.99550425,2.151466341,63.87406597,6.69294939,0.184801645,0.002121131,0.101120985,0.004352299,2.570058556,0.113340117,0.214658331,0.02570148,5.40418632,0.057294817,-0.025488702,1093.149706,12.54704073,1643.963627,70.75704108,1292.158377,56.98445335,1094.455867,11.60334697,15.40126,,5.40418632,0.057294817,0.101120985,0.004352299,-0.025488702,,,1292.158377,1093.149706,25
22,91500_30 µm - 4,37,33,30,25,129713.937,7801.563075,<15.088,10.4515954,3.749536837,0.430787103,116.0481148,11.5402504,439037.4131,43538.00013,431400,41183.65321,2.214107143,0.097114189,0.151370104,0.036065253,0.406119885,0.069714582,0.191108333,0.030655229,1.775545225,0.154365696,0.658710034,0.067480498,8.753576639,0.425367372,3.662917591,0.340739378,20.73480173,0.96622293,4.826477909,0.450807955,51.70506465,2.110607398,10.34906549,0.477089869,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.649,0.957047178,41.76040789,4.014459938,3.808396156,0.374668493,2.214386525,0.216787097,21.20641504,2.170945058,64.26939856,6.730805706,0.181124331,0.002194462,0.073285069,0.002345275,1.830018622,0.058118561,0.129149452,0.014689479,5.513288886,0.058539708,0.242555088,1073.110671,13.00156732,1020.943086,32.67230247,1056.286174,33.54601519,1074.505588,11.4090237,-1.592797193,,5.513288886,0.058539708,0.073285069,0.002345275,0.242555088,,,1056.286174,1073.110671,25
23,91500_16 µm - 3,38,34,16,25,127844.9059,8775.734778,<50.314,26.13318192,3.273795085,0.900603468,162.3645448,16.87119982,435261.554,44016.26925,431400,41183.65321,2.46530016,0.198966359,0.228040044,0.087268434,0.42134257,0.148323851,0.316485167,0.069987235,2.798608152,0.354770235,0.87189447,0.118115449,12.3783478,0.913619587,5.190253061,0.540620697,30.35213073,1.929104404,7.095502718,0.723919865,69.92118624,3.700231925,14.84926226,0.869988761,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.428,5.175318043,46.94149726,4.745976372,4.323080917,0.474824573,2.78682382,0.299589354,25.69123472,2.724268871,69.49592999,7.551905321,0.180101645,0.00342963,0.07410854,0.003739396,1.832774214,0.107459722,0.144750551,0.017295121,5.553255559,0.09638742,0.044128842,1067.526594,20.32863982,1043.524654,52.654549,1057.274373,61.9904022,1067.378586,18.5264062,-0.969684014,,5.553255559,0.09638742,0.07410854,0.003739396,0.044128842,,,1057.274373,1067.526594,25
24,91500_16 µm - 4,39,35,16,25,127529.4027,8796.277602,<53.690,30.62450586,3.602448978,0.837853205,175.822707,18.28379734,433925.7911,43918.48498,431400,41183.65321,1.746934469,0.134588389,0.281776745,0.100447669,0.667997003,0.164053823,0.331920338,0.071082893,3.116436879,0.373564674,1.030920265,0.122753259,13.16709845,0.949069938,5.653352276,0.572088189,32.51298233,2.07568691,7.405483374,0.762305428,73.58249586,3.975735151,14.90094413,0.846666736,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.161,4.056493937,37.4318401,3.786335021,3.453783332,0.379767353,2.261878474,0.245153347,21.15537165,2.235120527,55.82561369,6.057373411,0.178380241,0.00373583,0.074399594,0.003768707,1.832773001,0.107185579,0.147662677,0.017740929,5.615323726,0.102805272,0.246633945,1058.116427,22.16020603,1051.427881,53.26001406,1057.273938,61.83227254,1056.496293,19.34232013,-0.079685,,5.615323726,0.102805272,0.074399594,0.003768707,0.246633945,,,1057.273938,1058.116427,25
25,Z_GJ1,40,36,30,25,137432.3209,9808.180438,<17.000,11.97708478,2.767926747,0.397298656,199.5570431,13.37117554,441225.8982,26608.03331,431400,24689.38289,12.77095027,0.764847731,0.426868447,0.06508487,0.961572782,0.117152561,0.727727126,0.070343053,5.255530215,0.436691845,1.426455032,0.104214809,15.67159455,1.151625157,5.398561975,0.419590483,24.77625459,2.066359551,5.020824337,0.380108305,49.02433074,3.248648058,10.26692451,0.6914689,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.254,0.87869138,96.40349788,6.353402213,6.497024607,0.445348939,0.401568171,0.036165799,7.372396121,0.36291008,254.0131293,13.80631309,0.098129427,0.000879401,0.061390393,0.001332557,0.830570048,0.018212666,0.011084232,0.00122678,10.17428882,0.079899433,0.187124938,603.435438,5.40777056,651.982489,14.15210975,613.9285224,13.46216989,604.3601887,4.74608466,1.709170372,,10.17428882,0.079899433,0.061390393,0.001332557,0.187124938,,,613.9285224,603.435438,25
26,Z_GJ1,41,37,30,25,137886.3982,9866.610627,19.1050394,10.91583107,2.60947494,0.432854793,196.5892202,13.13347906,438045.0853,26461.53484,431400,24689.38289,12.77316241,0.75631242,0.371206673,0.059776624,1.034100468,0.124261309,0.704231417,0.069593988,5.165934045,0.432071087,1.443304029,0.107544595,15.31160774,1.126767334,5.19096364,0.409607799,25.20999677,2.074617918,5.037915935,0.38052727,48.75188079,3.23421743,10.15148334,0.67432319,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.489,0.987703314,96.73441036,6.353224283,6.452642809,0.443473117,0.410421944,0.033488938,7.337220692,0.359582637,252.6921471,13.7305417,0.098979903,0.000887022,0.060757322,0.001318815,0.829264719,0.018184043,0.011288915,0.001249434,10.08816091,0.097443089,0.226239286,608.4260851,5.452494937,629.6921876,13.66827039,613.2042223,13.4462875,609.2835653,5.885163133,0.779208141,,10.08816091,0.097443089,0.060757322,0.001318815,0.226239286,,,613.2042223,608.4260851,25
27,Z_GJ1,42,38,16,25,153701.1409,11343.26509,<60.377,43.98518242,3.798044104,0.936442492,196.6816216,13.29320799,444676.1963,27104.35984,431400,24689.38289,13.28071109,0.855831597,0.346132948,0.124550868,1.119303157,0.253567862,0.777699294,0.115174909,5.19522658,0.573136199,1.470837875,0.134188432,15.53275325,1.387507519,4.953890081,0.435436186,25.12605896,2.416685842,4.913941127,0.427067649,46.88101187,3.355389832,10.40505588,0.772580458,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<6.778,3.799561092,103.1422015,7.034469646,6.799326495,0.510465319,0.453428235,0.053822181,7.333448507,0.386800452,249.0798316,13.66343492,0.097963843,0.001441032,0.060026761,0.001302957,0.813602196,0.030523861,0.011712084,0.001296269,10.20157344,0.126933752,0.148827105,602.463329,8.862137377,603.5736859,13.10133506,604.4728792,22.67797028,602.8170688,7.500591241,0.332446719,,10.20157344,0.126933752,0.060026761,0.001302957,0.148827105,,,604.4728792,602.463329,25
28,Z_GJ1,43,39,16,25,156704.3032,11850.13071,<63.764,46.37034772,2.551620673,0.84915911,199.9697282,13.68503394,444052.6954,27254.92532,431400,24689.38289,13.61703256,0.859043286,0.533052389,0.152967207,1.027150656,0.244955229,0.742858577,0.127849456,5.533739098,0.635287353,1.484426196,0.133411167,15.17541414,1.327120171,5.421038509,0.469642436,25.29990517,2.336837736,5.071096867,0.429515772,47.88682327,3.411329719,10.33407493,0.77131584,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.360,2.886854532,106.6070111,7.302749122,7.050909045,0.533982425,0.433499257,0.064193774,7.686118236,0.40151423,257.3748066,14.1071086,0.098566889,0.001449903,0.060216089,0.001307067,0.818569845,0.030710232,0.010812218,0.001196674,10.14622628,0.126245091,-0.042961928,606.0029769,8.914205022,610.3837639,13.24915648,607.2503195,22.78217133,605.9555747,7.539642308,0.205408306,,10.14622628,0.126245091,0.060216089,0.001307067,-0.042961928,,,607.2503195,606.0029769,25
29,G_GSD_1G,44,40,30,25,273943.9903,34706.73275,1037.35275,323.6637397,7674.693864,967.7979889,42.95507022,5.355114419,42.31738973,5.209639894,42,5.142219017,42.77093573,5.135604461,45.90360657,5.63318043,50.32335322,6.425760785,42.11181874,5.320955975,51.71731291,6.599755445,48.8303991,6.018686883,53.93340114,6.816121514,51.60233071,6.553831457,41.27085555,5.415198694,52.41384678,6.560030063,52.47414207,6.511235466,53.33523763,6.448440609,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,49.89678505,6.667523355,57.09831201,6.915198116,50.57568837,6.14755002,51.99695977,6.297807749,45.48796331,5.115157128,42.71631814,4.974952471,0.344771956,0.005419437,0.807195056,0.019777168,38.40220857,0.960307985,2.425860933,0.270654558,2.90544311,0.043935587,0.445685053,1909.579585,30.01649624,4933.852134,120.8848106,3730.336994,93.28297869,1906.748896,28.83351282,48.80946177,,2.90544311,0.043935587,0.807195056,0.019777168,0.445685053,,,3730.336994,1909.579585,25
30,G_GSD_1G,45,41,16,25,354457.5455,59411.69614,1353.801854,454.1662735,9354.561977,1561.253074,50.84329801,8.658665043,45.20442785,7.573643657,42,6.738306575,52.09306494,8.704244989,55.42585107,8.938291366,59.31794247,10.75622154,49.8854864,8.464873757,60.30070444,10.0201326,57.26853643,8.982404199,63.45681703,9.912195238,58.48797381,9.534026299,47.64260239,8.45401172,61.23316627,10.15870995,60.12638595,9.218959252,63.04414293,10.28917284,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,48.00462776,13.88899213,74.43987381,11.45582963,65.38619324,10.10855194,67.50815776,10.14067536,54.35075759,8.028248171,53.94587723,8.288165582,0.323201616,0.009321382,0.804557688,0.025846263,35.89385393,1.559539113,2.425744525,0.27324597,3.108775727,0.084140966,0.372889412,1805.340216,52.06739447,4929.193081,158.3493931,3663.548243,159.1761862,1797.874317,48.66059692,50.72153836,,3.108775727,0.084140966,0.804557688,0.025846263,0.372889412,,,3663.548243,1805.340216,25
31,G_NIST610_Jochum,46,42,30,25,317887.6415,25681.67387,407.2841908,120.1081762,449.53738,35.75457231,460.9349796,35.63062689,446.6727922,32.07267799,448,31.17691454,448.4443479,31.53061775,427.2490979,30.17455916,453.4214666,35.46640874,445.8436869,36.03995658,448.6837398,36.65825705,438.6589613,33.98886522,435.0943551,34.52754529,452.4715026,38.06423323,456.2369898,40.54696038,438.6834121,35.828064,450.0972879,33.70777159,442.0487273,33.45603901,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,422.6221289,29.93851487,416.677446,31.72179763,415.7023496,31.88552687,417.4696332,31.50373012,456.4571084,28.18105525,452.9244394,30.40134162,0.237434457,0.003278736,0.908518862,0.020677241,29.7547381,0.730280978,2.665764861,0.296567404,4.209068379,0.054968869,0.200539933,1373.341444,18.96449065,5101.557968,116.1078172,3478.747577,85.38012242,1374.111402,17.94538419,60.52195759,,4.209068379,0.054968869,0.908518862,0.020677241,0.200539933,,,3478.747577,1373.341444,25
32,G_NIST610_Jochum,47,43,16,25,338518.7645,27348.43188,409.2485876,120.6874772,459.3876687,36.53802853,465.135783,35.95535221,454.1929172,32.61264942,448,31.17691454,458.1568493,32.21351446,432.7527528,30.56325596,461.411456,36.09138186,445.8882387,36.04355794,449.7502491,36.74539275,436.7970748,33.8445996,439.1209659,34.84708285,449.5388822,37.8175261,455.7919333,40.50740705,428.6810225,35.01115083,454.1393304,34.01048002,437.8328354,33.13696323,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,438.2074976,31.04258104,440.199998,33.51257761,439.4051253,33.70359571,439.9475147,33.19999029,458.4134308,28.30183599,471.2913065,31.63416845,0.219233396,0.005048629,0.90887165,0.021235372,27.47327446,1.099146865,2.663138137,0.296848798,4.570445726,0.098604895,0.299398975,1277.819077,29.42632972,5102.106578,119.208398,3400.483711,136.0460696,1275.511545,27.51847172,62.42243206,,4.570445726,0.098604895,0.90887165,0.021235372,0.299398975,,,3400.483711,1277.819077,25
33,Z_Plesovice,64,57,30,25,139180.0817,9946.013641,445.9772678,131.1822097,65.634023,4.847806348,611.6280476,40.84047621,443759.5395,26751.79963,431400,24676.41845,2.682372553,0.1768781,3.177188296,0.246870643,5.66037067,0.456441241,1.394171414,0.117322525,19.75834801,1.477074028,6.594042275,0.450770125,67.23133492,4.749040526,17.86098657,1.354830931,63.65883963,5.184496628,10.26028902,0.751984276,70.26559361,4.566272061,9.55088398,0.639279898,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.248,0.885746966,179.3917007,11.7749567,10.49214836,0.713149541,3.796819795,0.259276058,124.8875966,5.933965681,896.5875065,48.65235603,0.051738521,0.000536429,0.053244588,0.001404174,0.380354816,0.010244452,0.056352748,0.00637079,19.30098914,0.181874762,-0.038496321,325.1853226,3.371543643,338.2227949,8.91966087,327.2992078,8.81545564,325.628425,3.068422652,0.645857098,,19.30098914,0.181874762,0.053244588,0.001404174,-0.038496321,,,327.2992078,325.1853226,25
34,Z_Plesovice,65,58,30,25,138887.8792,9916.238469,490.9555325,144.282328,65.69195889,4.86140957,678.8509725,45.72064952,441030.4378,26659.99929,431400,24676.41845,6.203734388,0.912090008,7.362716723,0.890098345,7.668659162,0.668246637,2.058450787,0.218139401,23.22705842,1.827078712,7.452532831,0.521012462,75.54307952,5.382185527,19.60707999,1.495664463,71.33062612,5.816919107,11.46649893,0.835168997,77.66329295,5.039209229,10.75013577,0.719900915,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.293,0.879729402,183.5013292,12.10996831,10.72834274,0.727122466,4.116660395,0.276448728,134.4346825,6.372890021,916.0581555,49.65370277,0.051752605,0.000536575,0.053225999,0.001392594,0.380136374,0.009918849,0.059739873,0.006715145,19.28901111,0.182154115,0.336864275,325.2716503,3.372438695,337.4317675,8.828493978,327.1385097,8.535982538,325.8256074,3.076906063,0.570663293,,19.28901111,0.182154115,0.053225999,0.001392594,0.336864275,,,327.1385097,325.2716503,25
35,Z_Plesovice,66,59,16,25,158758.0232,11803.10216,563.4199538,173.9238876,78.41459651,6.731003028,531.3505739,36.48199338,444081.001,27072.98466,431400,24677.86505,1.970789953,0.16577941,1.923980015,0.281490399,3.395023546,0.431596472,0.89432226,0.12763343,13.66809173,1.27029384,5.021103429,0.378742807,54.66649312,4.192938896,15.55226262,1.236182721,58.9415029,5.078548919,9.938495588,0.806129423,69.10876153,5.028661608,10.0462374,0.745064831,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.517,4.035296196,149.8614339,10.63978621,8.707089299,0.682586807,2.141691556,0.188531921,61.49306712,3.122516415,658.080381,36.74835076,0.053985066,0.00089934,0.052866501,0.002154381,0.393472094,0.020158604,0.038020361,0.004655669,18.53263459,0.272288256,0.205607184,338.9403295,5.646424636,322.0574724,13.12427794,336.9026639,17.26040405,338.7801003,4.977481324,-0.60482324,,18.53263459,0.272288256,0.052866501,0.002154381,0.205607184,,,336.9026639,338.9403295,25
36,Z_Plesovice,67,60,16,25,154779.2617,11407.70844,305.7871423,98.84195465,58.90936663,5.428499199,345.8463696,23.61181951,440169.7373,26862.24951,431400,24676.41845,1.572569379,0.201839879,1.089949366,0.281785231,2.278241263,0.393986107,0.526979403,0.099597636,8.174968463,0.800216666,3.159364871,0.24629955,35.91614622,2.774137536,10.11467638,0.822720815,37.92579786,3.313160654,6.778578584,0.56869606,47.47429862,3.38686882,6.978989383,0.530203077,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<5.411,4.441380547,103.8890954,7.167667926,6.179514526,0.505239667,1.331627052,0.145867744,39.65338724,2.045721231,463.0046249,25.44368445,0.053114931,0.00095731,0.054141601,0.002432722,0.398071899,0.021711749,0.034173254,0.004615544,18.83662388,0.289340586,0.20868327,333.6162036,6.012888542,375.9397672,16.89194284,340.2488903,18.55794993,333.451775,5.121997048,1.949363231,,18.83662388,0.289340586,0.054141601,0.002432722,0.20868327,,,340.2488903,333.6162036,25
37,91500_30 µm - 5,68,61,30,25,127279.2802,7657.155117,<13.844,9.637239,3.999908731,0.534237031,114.4835883,11.37004323,438004.6363,43424.21891,431400,41183.65321,2.169877125,0.09479983,0.152906855,0.036132491,0.312483256,0.059740508,0.170664017,0.031478472,1.720152879,0.141423455,0.643933201,0.066578019,8.620820946,0.421536499,3.635256335,0.339501518,20.67465797,0.952818043,4.857928553,0.455305012,51.48733538,2.077035458,10.51487199,0.47379428,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.253,1.081036175,40.60817014,3.909542832,3.740470956,0.369890958,2.15506918,0.212776971,20.91835776,2.141614275,63.21875968,6.622332162,0.178915147,0.002193196,0.074040711,0.002436709,1.829517672,0.059123866,0.129537086,0.014762896,5.582524728,0.059617772,0.171153506,1061.041996,13.00657509,1041.677018,34.28200079,1056.106423,34.12981214,1062.219019,11.34381559,-0.467336734,,5.582524728,0.059617772,0.074040711,0.002436709,0.171153506,,,1056.106423,1061.041996,25
38,91500_30 µm - 6,69,62,30,25,127145.2196,7654.54861,<12.817,9.604458031,4.397936374,0.465355066,114.4504073,11.34543276,437046.8979,43339.34493,431400,41183.65321,2.149147765,0.097182734,0.177468463,0.038777917,0.325888516,0.058026172,0.19192117,0.030570364,1.742201911,0.145711635,0.628577419,0.06478351,8.695432419,0.424850093,3.637391583,0.338296253,20.97616568,0.996725573,4.950007802,0.465927367,51.66563459,2.098344728,10.63354555,0.48062898,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.301,1.084367192,41.47447795,3.98487296,3.881126549,0.383482566,2.22282181,0.216011089,21.43646154,2.19524008,64.44447046,6.752259661,0.179164427,0.002138511,0.075227697,0.002402772,1.861960733,0.059001835,0.130915053,0.014841969,5.576934069,0.060026024,0.239331668,1062.404933,12.68089087,1073.695517,34.29382791,1067.682499,33.83273611,1063.200674,11.44351157,0.494301139,,5.576934069,0.060026024,0.075227697,0.002402772,0.239331668,,,1067.682499,1062.404933,25
39,91500_16 µm - 5,70,63,16,25,125460.5172,8659.860648,<45.406,194.5969559,4.086156322,0.965616488,161.4893307,16.79180878,436953.5569,44378.19501,431400,41183.65321,2.256310487,0.167926576,0.304805411,0.114333343,0.401578116,0.154533409,0.340030694,0.073077197,2.576826335,0.367613184,0.960137567,0.118101074,12.76154158,0.970468753,5.336280825,0.543373947,29.52149056,1.809732725,6.847537285,0.703743955,70.12872639,3.699593161,14.26519609,0.855846628,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<6.372,3.140430889,45.93223429,4.636255833,4.505817641,0.481822616,2.687439705,0.290978549,25.56515771,2.739262497,68.90131081,7.526261095,0.178647575,0.003550301,0.078911148,0.003601198,1.955359228,0.107776893,0.142892007,0.01718381,5.611679691,0.09749096,0.160544873,1059.578729,21.05723191,1169.023665,53.34969284,1100.289753,60.64656031,1057.129046,18.36536145,3.700027522,,5.611679691,0.09749096,0.078911148,0.003601198,0.160544873,,,1100.289753,1059.578729,25
40,91500_16 µm - 6,71,64,16,25,124628.1494,8635.43318,<50.374,33.47290805,3.799580845,0.86225002,175.0734408,18.14478207,437425.1702,44320.78881,431400,41183.65321,1.740495781,0.131784158,0.298513334,0.099594474,0.73359697,0.170030065,0.305624448,0.075486295,3.288595494,0.422827827,1.147945359,0.142015521,13.42954166,0.968398187,5.64053053,0.571206023,30.58202985,1.96361648,7.584200343,0.76930906,73.75876038,3.933100428,14.93104545,0.848492437,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<6.605,3.494100373,37.74664906,3.859222532,3.467602864,0.39392514,2.208353218,0.239965952,21.10586455,2.234035995,56.28509795,6.091017715,0.178480116,0.003627143,0.073856677,0.003881477,1.813270289,0.112834396,0.142740397,0.017082721,5.611142405,0.103119199,0.02426485,1058.662775,21.51456018,1036.652867,54.48044317,1050.259183,65.35449283,1057.222405,19.42918571,-0.800144534,,5.611142405,0.103119199,0.073856677,0.003881477,0.02426485,,,1050.259183,1058.662775,25
41,Z_GJ1,72,65,30,25,136521.5432,9740.713885,<15.395,10.81613236,2.811838049,0.409953407,198.0423362,13.25285665,438748.6269,26501.85031,431400,24689.38289,12.78094886,0.76037135,0.386967673,0.061318228,1.08002645,0.130622799,0.691327531,0.067332535,5.303513794,0.465107135,1.427550216,0.109954513,15.53021563,1.168568928,5.292919234,0.413363342,24.52360471,2.030844913,4.998784806,0.375699582,48.92638406,3.239619546,10.62218437,0.712543532,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,ERROR: Error (#1003): Calibration RM composition does not contain analyte element,<1.367,1.204215548,96.57433071,6.357442955,6.396817077,0.441530217,0.403595564,0.033998463,7.371652803,0.359766303,256.2758464,13.91580403,0.097546807,0.000874179,0.060281331,0.001308483,0.810885684,0.017781029,0.011126677,0.001231478,10.24070057,0.080420969,0.093845493,600.0143522,5.377112023,612.7237695,13.29994928,602.9508431,13.22145232,600.6178915,4.716696127,0.487019951,,10.24070057,0.080420969,0.060281331,0.001308483,0.093845493,,,602.9508431,600.0143522,25
